train_loss,train_acc,val_loss,val_acc
1.483167791005337,39.23809523809524,1.4159509658813476,43.0
1.1176138962760116,52.07142857142857,1.1252739389737447,51.22222222222222
0.9741441282359037,59.976190476190474,1.0242326180140178,53.55555555555556
0.7865411702430609,67.47619047619048,0.8952510237693787,64.88888888888889
0.6737453549197225,72.80952380952381,0.7132885714371999,74.22222222222223
0.5919056308991981,77.0,0.7212708771228791,69.77777777777777
0.5220453147635316,79.45238095238095,0.6681170066197714,74.55555555555556
0.5070944717436126,79.38095238095238,0.5511696020762126,78.88888888888889
0.4718083750569459,80.85714285714286,0.6050839304924012,75.11111111111111
0.4370336297786597,82.66666666666667,0.7330471853415171,74.11111111111111
0.4287878663250894,83.14285714285714,0.675283944606781,74.77777777777777
0.41154620909329614,83.71428571428571,0.5728830993175507,78.11111111111111
0.4068545243053725,83.66666666666667,0.5589920500914256,78.55555555555556
0.41254371314337757,82.69047619047619,0.6318803270657857,78.55555555555556
0.3570983644687768,86.21428571428571,0.5726093212763469,78.88888888888889
0.3263613699060498,87.4047619047619,0.5597458998362224,79.55555555555556
0.3192936446179043,87.07142857142857,0.5156853318214416,80.33333333333333
0.3206710560303746,87.69047619047619,0.5149630675713222,80.44444444444444
0.2933785826193564,88.69047619047619,0.496658327182134,80.88888888888889
0.29627681433251407,88.5,0.4852502256631851,81.55555555555556
0.2835262898694385,89.02380952380952,0.4910882075627645,79.66666666666667
0.29113073793776106,88.04761904761905,0.5141584604978562,80.66666666666667
0.2800395827401768,88.73809523809524,0.5280764311552048,80.22222222222223
0.2719197947193276,89.21428571428571,0.5116363734006881,81.22222222222223
0.25941028287916473,90.04761904761905,0.5416022578875224,80.0
0.2721140881379445,88.66666666666667,0.5544381141662598,80.77777777777777
0.25351713213956717,90.33333333333333,0.49198940992355344,83.55555555555556
0.23409013958139854,90.5952380952381,0.49713701208432515,82.22222222222223
0.2419850965115157,90.54761904761905,0.46752417186896006,81.77777777777777
0.21597820034984386,91.52380952380952,0.4933851530154546,82.0
